"country","year","ger_upsec_total","ger_upsec_female","ger_upsec_male","ner_upsec_total","ner_upsec_female","ner_upsec_male","gov_exp_per_stud","gov_exp_edu","gdp_pc","unemp_int_total","unemp_int_female","unemp_int_male","unemp_total","ESL_female","ESL_male","ESL_total","comp_upsec_rural","comp_upsec_urban","comp_upsec_female","comp_upsec_male","comp_upsec_total"
"Poland",2021,NA,NA,NA,NA,NA,NA,NA,4.67303991317749,18635.5104895754,3.82,4.315,3.428,3.268,4.3,7.2,5.8,0.933200001716614,0.944700002670288,0.954100012779236,0.925899982452393,0.939499974250793
"Poland",2022,NA,NA,NA,NA,NA,NA,NA,NA,18891.2121169279,3.302,4.134,2.653,2.811,3.7,5.8,4.7,NA,NA,NA,NA,NA
"Poland",2023,NA,NA,NA,NA,NA,NA,NA,NA,22056.6661704127,3.252,4.197,2.529,2.743,2.4,4.9,3.7,NA,NA,NA,NA,NA
"Poland",2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.472,3.4,4.8,4.1,NA,NA,NA,NA,NA
"Portugal",2019,NA,NA,NA,NA,NA,NA,NA,4.63002014160156,23343.3628970034,7.222,8.253,6.197,6.464,7.4,13.5,10.5,0.822799980640411,0.822499990463257,0.867999970912933,0.778599977493286,0.82260000705719
"Portugal",2020,NA,NA,NA,NA,NA,NA,NA,4.87656021118164,22299.4044062173,8.383,9.373,7.474,6.801,5.2,12.9,9.1,0.844799995422363,0.848999977111816,0.90420001745224,0.791899979114532,0.847899973392487
"Portugal",2021,NA,NA,NA,NA,NA,NA,NA,4.78316020965576,24711.4510062111,8.138,8.59,7.724,6.577,4,8.6,6.4,0.875699996948242,0.905799984931946,0.924099981784821,0.873099982738495,0.898699998855591
"Portugal",2022,NA,NA,NA,NA,NA,NA,NA,NA,24620.519556875,6.637,7.368,5.944,6.011,4.1,8.4,6.3,NA,NA,NA,NA,NA
"Portugal",2023,NA,NA,NA,NA,NA,NA,NA,NA,27331.2094945255,7.523,7.938,7.12,6.509,6.1,10,8.1,NA,NA,NA,NA,NA
"Portugal",2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.384,5.3,7.8,6.6,NA,NA,NA,NA,NA
"Romania",2019,NA,NA,NA,NA,NA,NA,NA,3.56695008277893,12992.0326104674,3.979,3.781,4.112,3.912,15.8,14.9,15.3,0.771000027656555,0.905399978160858,0.834299981594086,0.858399987220764,0.846400022506714
"Romania",2020,NA,NA,NA,NA,NA,NA,NA,3.58926010131836,13082.3006559554,5.104,5.038,5.149,5.035,16.6,14.7,15.6,0.764900028705597,0.910700023174286,0.830999970436096,0.857599973678589,0.844500005245209
"Romania",2021,NA,NA,NA,NA,NA,NA,NA,3.32452988624573,14986.7854904274,5.113,5.12,5.109,5.59,15.5,15.1,15.3,0.749100029468536,0.914799988269806,0.837599992752075,0.838900029659271,0.838299989700317
"Romania",2022,NA,NA,NA,NA,NA,NA,NA,NA,15557.8826247584,5.206,5.255,5.174,5.614,15,16.2,15.6,NA,NA,NA,NA,NA
"Romania",2023,NA,NA,NA,NA,NA,NA,NA,NA,18404.2730871704,4.872,5.054,4.749,5.589,16.7,16.5,16.6,NA,NA,NA,NA,NA
"Romania",2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.379,18.3,15.4,16.8,NA,NA,NA,NA,NA
"Serbia",2019,NA,NA,NA,NA,NA,NA,NA,3.61647009849548,7755.632986437,11.234,12.698,10.265,10.395,6.7,6.5,6.6,NA,0.857900023460388,0.867200016975403,0.809300005435944,0.836899995803833
"Serbia",2020,NA,NA,NA,NA,NA,NA,NA,NA,8098.70955668849,9.576,10.493,8.967,9.011,5.8,5.4,5.6,NA,NA,NA,NA,NA
"Serbia",2021,NA,NA,NA,NA,NA,NA,NA,3.29867005348206,9680.52798074468,10.522,11.909,9.586,9.843,6.6,8.7,7.7,NA,NA,NA,NA,NA
"Serbia",2022,NA,NA,NA,NA,NA,NA,NA,3.23938989639282,10022.9688543402,9.398,10.483,8.639,8.439,5,6.5,5.7,NA,NA,NA,NA,NA
"Serbia",2023,NA,NA,NA,NA,NA,NA,NA,NA,12281.5058488303,8.883,9.704,8.31,8.268,5.9,5.8,5.8,NA,NA,NA,NA,NA
"Serbia",2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.39,5.7,6.8,6.2,NA,NA,NA,NA,NA
"Slovenia",2019,NA,NA,NA,NA,NA,NA,NA,4.89153003692627,25814.1687167572,4.644,5.744,3.923,4.446,3.8,5.2,4.6,0.951499998569489,0.912800014019012,0.937699973583221,0.922399997711182,0.929499983787537
"Slovenia",2020,NA,NA,NA,NA,NA,NA,NA,5.38373994827271,25392.0651093612,5.526,7.503,4.283,4.971,3.4,4.6,4.1,0.957199990749359,0.938799977302551,0.962700009346008,0.932699978351593,0.946900010108948
"Slovenia",2021,NA,NA,NA,NA,NA,NA,NA,5.36526012420654,29187.369382785,5.405,6.898,4.502,4.744,1.9,4.2,3.1,0.967599987983704,0.939899981021881,0.976300001144409,0.9307000041008,0.952099978923798
"Slovenia",2022,NA,NA,NA,NA,NA,NA,NA,NA,28373.8382265999,4.461,5.681,3.742,4.011,3.9,4.1,4,NA,NA,NA,NA,NA
"Slovenia",2023,NA,NA,NA,NA,NA,NA,NA,NA,32610.110922729,3.845,4.381,3.523,3.652,4.9,5.8,5.4,NA,NA,NA,NA,NA
"Slovenia",2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.357,3.5,6.2,5,NA,NA,NA,NA,NA
"Spain",2019,NA,NA,NA,NA,NA,NA,NA,4.23021984100342,29776.2011500384,14.459,16.783,12.377,14.104,13,21.4,17.3,0.758899986743927,0.750400006771088,0.811600029468536,0.694400012493134,0.751399993896484
"Spain",2020,NA,NA,NA,NA,NA,NA,NA,4.89540004730225,27230.3599933583,17.587,20.268,15.193,15.532,11.6,20.2,16,0.755400002002716,0.779399991035461,0.837100028991699,0.716099977493286,0.776400029659271
"Spain",2021,NA,NA,NA,NA,NA,NA,NA,4.86506986618042,30817.6828559001,16.02,19.076,13.339,14.781,9.7,16.7,13.3,0.768499970436096,0.754299998283386,0.800700008869171,0.714699983596802,0.756200015544891
"Spain",2022,NA,NA,NA,NA,NA,NA,NA,4.31587886810303,30287.3657583614,13.756,16.509,11.247,12.917,11.1,16.7,13.9,NA,NA,NA,NA,NA
"Spain",2023,NA,NA,NA,NA,NA,NA,NA,NA,33509.0127982139,13.271,15.487,11.323,12.179,11.3,16,13.7,NA,NA,NA,NA,NA
"Spain",2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.394,10,15.8,13,NA,NA,NA,NA,NA
