"country","year","ger_upsec_total","ger_upsec_female","ger_upsec_male","ner_upsec_total","ner_upsec_female","ner_upsec_male","gov_exp_per_stud","gov_exp_edu","gdp_pc","unemp_int_total","unemp_int_female","unemp_int_male","unemp_total","ESL_female","ESL_male","ESL_total","comp_upsec_rural","comp_upsec_urban","comp_upsec_female","comp_upsec_male","comp_upsec_total"
"Austria",1999,"96.08583","91.70835","100.25548","94.08544","93.01848","95.10173",29.29272,6.11233997344971,27078.7081612201,4.351,4.538,4.212,4.699,11.9,9.6,10.7,NA,NA,NA,NA,NA
"Austria",2000,"95.28753","91.32316","99.06203","92.66917","91.77061","93.5247",27.16046,5.58880996704102,24487.2974685956,4.165,3.988,4.296,4.687,10.7,9.6,10.2,NA,NA,NA,NA,NA
"Austria",2001,"95.25989","91.47879","98.8598",NA,NA,NA,27.05851,5.57547998428345,24430.495982841,3.615,3.556,3.658,4.007,10.7,9.7,10.2,NA,NA,NA,NA,NA
"Austria",2002,"95.38631","90.68836","99.86663","91.76472","90.70804","92.77245",27.00313,5.52213001251221,26334.862215032,4.738,4.331,5.041,4.852,10.2,8.7,9.5,NA,NA,NA,NA,NA
"Austria",2003,"96.65121","91.7194","101.35856","92.1747","91.04928","93.2489",27.87828,5.36183023452759,32110.1159661425,4.232,3.728,4.598,4.779,9.8,8.3,9,NA,NA,NA,NA,NA
"Austria",2004,"96.64892","91.5736","101.49338","89.79727","87.46766","92.02091",26.59278,5.30243015289307,36614.2506533707,5.278,5.324,5.24,5.969,9.1,10.5,9.8,NA,NA,NA,NA,NA
"Austria",2005,"98.81218","94.29302","103.12269","94.81684","94.28773","95.32152",25.39476,5.24937009811401,38157.37022862,4.867,5.07,4.699,5.682,8.9,9.7,9.3,NA,NA,NA,NA,NA
"Austria",2006,"99.44312","95.86561","102.8512","96.5709","96.98396","96.1774",25.70922,5.22652006149292,40382.2078298575,4.575,4.817,4.374,5.32,9.8,10.3,10,0.881099998950958,0.815199971199036,0.862100005149841,0.819500029087067,0.841400027275085
"Austria",2007,"98.22172","94.5627","101.71252","96.73466","93.00107","94.52645",25.40733,5.14690017700195,46622.9622913635,4.147,4.432,3.911,4.909,10.2,11.5,10.8,0.889299988746643,0.791700005531311,0.855099976062775,0.800100028514862,0.828400015830994
"Austria",2008,"96.99605","93.05975","100.75245","95.85194","92.27892","93.65211",26.29943,5.26395988464355,51581.3982361071,3.615,3.71,3.534,4.198,9.9,10.4,10.2,0.880599975585938,0.802699983119965,0.843400001525879,0.820800006389618,0.832499980926514
"Austria",2009,"97.20628","93.03337","101.18597","95.20536","91.47142","92.86766",29.28391,5.73024988174438,47857.4446635266,4.701,4.258,5.078,5.371,8.9,8.6,8.8,0.89190000295639,0.820900022983551,0.852299988269806,0.842700004577637,0.847599983215332
"Austria",2010,"96.05919","92.34922","99.59389","93.13463","89.94139","90.21133",28.43686,5.70047998428345,46611.1393420232,4.411,4.164,4.624,4.883,8.3,8.4,8.3,0.884199976921082,0.817700028419495,0.856100022792816,0.83050000667572,0.843400001525879
"Austria",2011,"94.8294","91.23925","98.24662","93.91868","90.61622","90.77555",29.42218,5.59226989746094,51116.8953522042,4.016,3.927,4.095,4.637,8,9,8.5,0.900600016117096,0.802900016307831,0.860700011253357,0.819999992847443,0.84060001373291
"Austria",2012,"95.68707","92.34128","98.87013","93.89451","90.69398","90.3981",26.71204,5.48040008544922,48250.4059142637,4.436,4.283,4.57,4.909,7.6,8,7.8,0.906300008296967,0.808399975299835,0.867200016975403,0.82940000295639,0.847899973392487
"Austria",2013,"98.92463","95.63243","102.0541","91.33571","91.57208","91.11102",27.58908,5.54711008071899,50305.3545774973,4.748,4.564,4.908,5.367,7.1,7.9,7.5,0.907700002193451,0.824000000953674,0.867399990558624,0.849799990653992,0.858500003814697
"Austria",2014,"99.7727","96.45546","102.92204","91.86998","92.19802","91.55854",27.05619,5.44761991500854,51314.9722616322,5.072,4.702,5.378,5.674,6.5,7.6,7,0.929099977016449,0.857699990272522,0.89630001783371,0.875100016593933,0.885900020599365
"Austria",2015,"100.54135","97.29608","103.61914","91.87662","92.36832","91.4103",27.293,5.45658016204834,43915.228020857,5.508,5.052,5.883,5.802,6.8,7.8,7.3,0.93970000743866,0.84060001373291,0.890399992465973,0.870000004768372,0.880400002002716
"Austria",2016,"100.35442","96.91001","103.62082","91.77928","92.20004","91.38027",27.72044,5.4796199798584,45061.4993920192,5.822,5.441,6.133,6.064,6,7.7,6.9,0.928399980068207,0.861800014972687,0.9064000248909,0.869599997997284,0.887799978256226
"Austria",2017,"98.85204","95.39032","102.13039","91.18931","91.50145","90.8937",NA,5.37159013748169,47163.7425775142,5.105,4.548,5.56,5.561,5.8,9,7.4,0.916999995708466,0.836199998855591,0.894699990749359,0.835799992084503,0.86489999294281
"Austria",2018,"98.01917","94.478","101.36751","90.40722","90.89225","89.9486",NA,5.22655010223389,51194.0749841299,4.311,4.203,4.401,4.933,5.7,8.9,7.3,0.9132000207901,0.839600026607513,0.896200001239777,0.833599984645844,0.865400016307831
"Bulgaria",1999,"99.94559","101.85171","98.14732","79.27691","78.79756","79.72914",NA,NA,1659.71861105493,NA,NA,NA,14.1,NA,NA,NA,NA,NA,NA,NA,NA
"Bulgaria",2000,"101.60113","103.33592","99.96581","81.87028","80.90596","82.77933",NA,4.21983289718628,1621.26210738992,15.817,15.638,15.961,16.218,NA,NA,NA,NA,NA,NA,NA,NA
"Bulgaria",2001,"103.05221","105.02252","101.19293","82.74439","81.92344","83.51908",18.35665,3.38423991203308,1770.90704918691,19.362,18.978,19.67,19.921,20,21,20.5,NA,NA,NA,NA,NA
"Bulgaria",2002,"105.38985","107.10663","103.76671","83.76342","82.98152","84.50266",18.06848,3.38608002662659,2092.98288625558,17.666,17.659,17.672,18.11,19.4,22,20.7,NA,NA,NA,NA,NA
"Bulgaria",2003,"85.13413","86.02632","84.28999","81.02986","80.45089","81.57765",19.76148,3.99845004081726,2719.49436859287,12.499,12.363,12.606,13.733,21.3,22.5,21.9,NA,NA,NA,NA,NA
"Bulgaria",2004,"89.13016","88.62728","89.60721","82.59225","81.89503","83.25367",10.2099,4.24988985061646,3389.68743360274,11.252,11.11,11.361,12.037,20.6,22.2,21.4,NA,NA,NA,NA,NA
"Bulgaria",2005,"89.98334","88.99063","90.92653","82.93726","81.70912","84.10415",21.24879,4.10879993438721,3899.82596332878,9.217,9.557,8.959,10.083,20.3,20.6,20.4,NA,NA,NA,NA,NA
"Bulgaria",2006,"90.80572","89.71786","91.83932","83.26515","82.19778","84.27928",20.16032,3.90346002578735,4523.1465578805,7.694,8.358,7.183,8.951,17,17.7,17.3,0.70959997177124,0.905099987983704,0.815500020980835,0.800000011920929,0.807500004768372
"Bulgaria",2007,"92.04867","90.68611","93.34247","83.19434","82.1281","84.20677",19.53311,3.680340051651,5888.77685220636,5.761,6.26,5.382,6.878,14.7,15.2,14.9,0.745800018310547,0.914699971675873,0.84579998254776,0.846300005912781,0.846000015735626
"Bulgaria",2008,"91.40606","90.71284","92.06311","82.5019","81.49923","83.45226",22.67286,4.2190899848938,7271.30338858025,4.729,4.772,4.696,5.609,15.5,14.1,14.8,0.74210000038147,0.907999992370605,0.83459997177124,0.852400004863739,0.843299984931946
"Bulgaria",2009,"91.71738","90.97538","92.41926","81.87809","80.50536","83.17661",23.35568,4.27429008483887,6988.27316296465,5.933,6.094,5.812,6.817,15.8,13.7,14.7,0.77130001783371,0.916700005531311,0.838199973106384,0.870100021362305,0.854099988937378
"Bulgaria",2010,"93.15125","91.70842","94.51459","81.19918","79.76799","82.55152",23.08243,3.85746002197266,6863.66706774052,10.038,9.768,10.231,10.279,12.9,12.4,12.6,0.762000024318695,0.940400004386902,0.860000014305115,0.873499989509583,0.866999983787537
"Bulgaria",2011,"97.56957","95.31915","99.69542","81.35187","79.6201","82.98779",20.71572,3.54690003395081,7857.16706984441,10.204,9.103,10.986,11.26,12.6,11.2,11.8,0.805000007152557,0.902800023555756,0.852800011634827,0.874499976634979,0.864199995994568
"Bulgaria",2012,"96.66561","94.8811","98.34942","81.42149","79.61955","83.12175",19.05691,3.47650003433228,7430.7373804242,11.567,9.854,12.795,12.27,13,12.1,12.5,0.716099977493286,0.939400017261505,0.887700021266937,0.860499978065491,0.873600006103516
"Bulgaria",2013,"103.58604","101.63257","105.42808","81.60564","79.64884","83.45082",22.18229,4.05766010284424,7687.71368243317,12.368,11.522,12.986,12.941,12.7,12.3,12.5,0.681100010871887,0.924499988555908,0.858799993991852,0.861100018024445,0.860000014305115
"Bulgaria",2014,"111.08469","110.63361","111.5099","83.68767","81.49854","85.75126",NA,4.07005310058594,7912.27484371138,10.8,10.692,10.877,11.424,12.9,12.8,12.9,0.698300004005432,0.950800001621246,0.886699974536896,0.868399977684021,0.877300024032593
"Bulgaria",2015,"112.95832","111.76974","114.0784","87.80834","85.80003","89.70091",NA,3.91208434104919,7078.86032298969,8.384,8.082,8.596,9.143,13.4,13.3,13.4,0.701799988746643,0.952099978923798,0.890699982643127,0.865700006484985,0.878000020980835
"Bulgaria",2016,"111.46057","110.1312","112.71286","89.69743","87.63096","91.64409",NA,3.39370822906494,7570.93165511708,6.766,6.478,6.966,7.575,13.9,13.7,13.8,0.701200008392334,0.937600016593933,0.882300019264221,0.852199971675873,0.866900026798248
"Bulgaria",2017,"110.79782","109.83622","111.70191","90.44462","88.4388","92.33046",NA,4.07755994796753,8381.88134621669,5.147,5.184,5.122,6.164,13.5,12,12.7,0.684499979019165,0.929499983787537,0.842000007629395,0.871299982070923,0.857699990272522
"Bulgaria",2018,"121.37382","119.04915","123.55555","87.85662","85.57592","89.99707",NA,4.04709005355835,9436.14479876055,4.703,4.372,4.938,5.211,12.8,12.6,12.7,0.698000013828278,0.937399983406067,0.87389999628067,0.878600001335144,0.876200020313263
"Estonia",1999,"92.17786","97.52049","87.10435","85.42815","89.18095","81.86438",27.3503,6.65249013900757,4140.93660232167,12.578,11.218,13.693,11.573,9.2,19,14,NA,NA,NA,NA,NA
"Estonia",2000,"91.18235","96.47619","86.17995","88.79797","92.70598","85.10509",NA,5.33945989608765,4070.60902410208,15.039,14.717,15.296,13.36,11.1,19.2,15.1,NA,NA,NA,NA,NA
"Estonia",2001,"91.00707","95.9408","86.37256","90.30488","94.65965","86.21421",25.1553,5.22845983505249,4502.66614992392,14.413,16.352,12.769,13.134,11.6,17.8,14.7,NA,NA,NA,NA,NA
"Estonia",2002,"93.09514","97.85058","88.63715","91.67179","95.86161","87.74404",25.05491,5.43460988998413,5343.18310760735,10.061,9.8,10.269,10.026,10.3,16.9,13.6,NA,NA,NA,NA,NA
"Estonia",2003,"90.35046","96.29164","84.79311","91.04177","95.55659","86.81863",26.16631,5.27309989929199,7205.40703313243,12.519,11.829,13.074,11.288,8.8,18.3,13.7,NA,NA,NA,NA,NA
"Estonia",2004,"91.96157","97.31838","86.96144","90.75874","93.91227","87.81518",24.89156,4.87674999237061,8916.0728274602,10.564,9.36,11.548,10.248,7.9,20,13.9,NA,NA,NA,NA,NA
"Estonia",2005,"96.03882","101.47938","90.96666","92.43847","95.21244","89.85234",23.04911,4.81026983261108,10414.6381183565,9.277,8.646,9.817,8.033,11.2,16.7,14,NA,NA,NA,NA,NA
"Estonia",2006,"97.287","103.39655","91.59198","93.41835","96.67283","90.38467",NA,5.85676240921021,12641.4800976473,6.276,6.469,6.113,5.915,6.9,19.5,13.4,0.809400022029877,0.876699984073639,0.917800009250641,0.769599974155426,0.844200015068054
"Estonia",2007,"100.44391","106.3994","94.8805","94.38656","97.99376","91.01685",22.93953,4.61990976333618,16745.4308011148,4.758,4.231,5.175,4.592,7.2,21.4,14.4,0.791400015354156,0.858799993991852,0.912899971008301,0.750800013542175,0.827899992465973
"Estonia",2008,"101.09447","106.77106","95.77245","94.08216","97.50616","90.87202",28.77094,5.48403978347778,18205.9064113446,5.7,5.825,5.6,5.455,8.3,19.8,14,0.797100007534027,0.852100014686584,0.884500026702881,0.771399974822998,0.825299978256226
"Estonia",2009,"103.54456","108.01053","99.34067","93.72338","96.12244","91.4651",32.12687,5.96005010604858,14712.4494217916,15.677,12.383,18.176,13.548,9.1,17.9,13.5,0.811100006103516,0.90149998664856,0.892599999904633,0.82260000705719,0.857299983501434
"Estonia",2010,"107.29955","109.06906","105.62796","92.67831","93.64876","91.76157",30.97741,5.51778984069824,14663.7041018705,19.058,18.761,19.292,16.707,7.6,14.4,11,0.792599976062775,0.894699990749359,0.907400012016296,0.79119998216629,0.848599970340729
"Estonia",2011,"109.69798","110.39751","109.03546","90.28474","91.18366","89.43339",26.74646,5.01449012756348,17555.5455239426,12.738,12.977,12.55,12.328,8.4,12.8,10.6,0.795899987220764,0.868399977684021,0.872399985790253,0.79449999332428,0.833599984645844
"Estonia",2012,"109.14672","109.94857","108.3871","88.20518","89.0942","87.36296",27.10011,4.71772003173828,17568.2137969714,10.506,10.455,10.546,10.021,7.3,13.3,10.3,0.766300022602081,0.873199999332428,0.882000029087067,0.776199996471405,0.830099999904633
"Estonia",2013,"108.69156","110.0112","107.4424","88.29487","90.29433","86.4022",23.20386,4.84388017654419,19310.3874900757,9.609,9.855,9.422,8.631,5.8,13.6,9.7,0.788500010967255,0.876999974250793,0.891200006008148,0.797399997711182,0.844600021839142
"Estonia",2014,"108.82353","110.42972","107.30438","91.80653","92.76728","90.89785",23.77379,4.39433002471924,20581.7898991695,8.104,8.381,7.894,7.352,7.9,16,12,0.746200025081635,0.91159999370575,0.901199996471405,0.778599977493286,0.838599979877472
"Estonia",2015,"114.58005","116.11352","113.13037","94.08354","94.9609","93.25412",22.25324,5.14418983459473,17722.1557669523,6.927,7.368,6.602,6.412,10.9,16.4,13.7,0.709999978542328,0.867500007152557,0.863300025463104,0.740299999713898,0.801199972629547
"Estonia",2016,"123.77004","125.42659","122.20385","96.02661","96.93699","95.16589",21.17125,5.15763998031616,18666.3736521706,7.797,7.472,8.043,6.882,7.5,15.5,11.4,0.750199973583221,0.903599977493286,0.886399984359741,0.79559999704361,0.845399975776672
"Estonia",2017,"131.1419","134.0225","128.39764","98.94087","99.18516","98.70815",NA,4.96131992340088,20851.5223496861,6.631,6.739,6.549,5.807,7.7,15.9,11.8,0.795899987220764,0.847599983215332,0.884599983692169,0.776600003242493,0.830299973487854
"Estonia",2018,"131.13946","134.53395","127.89217","98.79815","98.32124","99.25437",NA,5.23997020721436,23618.1361254581,5.682,6.037,5.422,5.412,7.8,16.1,12,0.777899980545044,0.841400027275085,0.872699975967407,0.769900023937225,0.819500029087067
"France",1999,"108.38754","108.80943","107.98463","90.96642","91.37409","90.57709",28.8291,NA,24576.3152254528,10.952,14.058,8.591,11.981,13.4,16,14.7,NA,NA,NA,NA,NA
"France",2000,"109.39426","109.79982","109.00416","90.78637","90.99805","90.58276",28.40943,5.60021924972534,22340.5939516217,9.098,11.887,6.968,10.218,11.9,14.8,13.3,NA,NA,NA,NA,NA
"France",2001,"108.19938","108.83945","107.58134","90.61803","90.67126","90.56663",NA,5.61780023574829,22331.7948343036,7.591,10.207,5.598,8.61,12,15,13.5,NA,NA,NA,NA,NA
"France",2002,"105.52661","106.36751","104.71522","90.83091","91.07201","90.59826",NA,5.78097534179688,24144.5727019529,7.731,9.829,6.143,8.702,11.9,14.9,13.4,NA,NA,NA,NA,NA
"France",2003,"104.9157","106.41999","103.46698","90.21842","90.62479","89.82705",29.88208,5.76206302642822,29479.5222101175,7.614,9.05,6.486,8.306,11.2,14.3,12.7,NA,NA,NA,NA,NA
"France",2004,"103.73944","105.03782","102.49361","89.64384","90.22829","89.08304",29.29764,5.54923391342163,33644.9282220364,8.151,9.979,6.694,8.914,10.5,14.2,12.3,NA,NA,NA,NA,NA
"France",2005,"107.69549","108.94712","106.49516","93.26627","93.83227","92.72348",27.22036,5.51722764968872,34696.3718316971,8.029,9.687,6.712,8.882,10.6,14.3,12.5,NA,NA,NA,NA,NA
"France",2006,"108.19067","109.1756","107.2473","93.13895","93.67468","92.62582",27.19799,5.47531032562256,36431.5658906555,8.083,9.71,6.785,8.832,10.8,14.6,12.7,0.808399975299835,0.815500020980835,0.840300023555756,0.788500010967255,0.81470000743866
"France",2007,"108.6","109.62677","107.62026","93.31838","94.04365","92.62633",26.61552,5.30452871322632,41486.1907828787,7.149,8.471,6.076,8.008,10.5,15.2,12.8,0.805000007152557,0.827300012111664,0.851300001144409,0.797999978065491,0.824699997901917
"France",2008,"108.81794","109.66158","108.01333","93.30324","93.90973","92.7248",27.04691,5.38727569580078,45464.8181385158,6.911,8.028,6.008,7.386,9.9,13.8,11.8,0.82669997215271,0.825699985027313,0.852400004863739,0.800100028514862,0.825800001621246
"France",2009,"109.66693","110.48019","108.88928","93.14829","93.82073","92.5053",28.70418,5.66921901702881,41728.0884164132,8.797,9.872,7.915,9.122,10.3,14.5,12.4,0.857200026512146,0.833400011062622,0.866100013256073,0.806900024414062,0.836499989032745
"France",2010,"111.11902","112.68196","109.62725","92.73551","93.40319","92.09824",28.38317,5.64279174804688,40694.8211697025,8.741,9.883,7.802,9.279,10.2,15.3,12.7,0.79720002412796,0.823300004005432,0.849500000476837,0.789699971675873,0.820200026035309
"France",2011,"111.71357","113.19943","110.29731","93.05499","93.79596","92.34873",27.17835,5.48011541366577,43929.7840873812,8.9,10.13,7.879,9.228,10.4,14.1,12.3,0.84689998626709,0.832599997520447,0.861999988555908,0.807399988174438,0.834299981594086
"France",2012,"110.72522","111.77445","109.72305","93.85723","94.32598","93.4095",26.82868,5.48835611343384,40863.5814412333,9.842,10.64,9.176,9.841,10,13.7,11.8,0.845000028610229,0.830900013446808,0.859200000762939,0.809599995613098,0.834500014781952
"France",2013,"108.32003","110.16293","106.56395","94.18028","94.61768","93.76349",26.72217,5.4928936958313,42669.1795111893,10.116,10.487,9.808,9.913,8.6,10.7,9.7,0.894200026988983,0.873300015926361,0.898299992084503,0.859799981117249,0.878499984741211
"France",2014,"107.50148","109.6988","105.41084","93.72783","94.29906","93.18434",26.78417,5.48920440673828,43148.0459288416,10.624,11.021,10.3,10.273,7.8,9.9,8.8,0.89029997587204,0.863300025463104,0.887499988079071,0.851400017738342,0.869700014591217
"France",2015,"106.96103","108.61674","105.38767","94.28584","95.01042","93.5973",26.46082,5.44642734527588,36702.4323733379,10.799,11.073,10.575,10.354,8.4,10,9.2,0.88510000705719,0.860400021076202,0.880900025367737,0.851700007915497,0.866599977016449
"France",2016,"106.36287","107.80758","104.98923","94.44494","95.08499","93.83638",26.28009,5.40805816650391,37024.2157133669,10.663,10.966,10.411,10.057,7.5,10.1,8.8,0.892000019550323,0.876900017261505,0.905700027942657,0.855400025844574,0.880500018596649
"France",2017,"107.18703","108.6684","105.78624","95.06626","95.90412","94.27397",NA,5.45160007476807,38687.1626407164,10.071,10.645,9.595,9.409,7.1,10.4,8.8,0.875100016593933,0.864499986171722,0.895699977874756,0.838599979877472,0.86710000038147
"France",2018,"107.76999","108.96448","106.63874","95.46092","96.08103","94.87363",NA,5.40716981887817,41418.1766484844,9.654,10.431,9.001,9.018,6.8,10.6,8.7,0.896799981594086,0.873199999332428,0.894500017166138,0.864799976348877,0.879199981689453
"Germany",1999,"100.50201","96.23252","104.59743",NA,NA,NA,NA,NA,26965.4922773722,8.645,9.012,8.34,8.854,15.6,14.2,14.9,NA,NA,NA,NA,NA
"Germany",2000,"101.68619","98.46654","104.77159",NA,NA,NA,NA,4.06815242767334,23925.8559901991,7.889,8.244,7.59,7.917,14.9,14.4,14.6,NA,NA,NA,NA,NA
"Germany",2001,"100.3913","97.41984","103.23592",NA,NA,NA,NA,4.14708137512207,23878.3641471651,8.042,7.912,8.152,7.773,12.6,12,12.3,NA,NA,NA,NA,NA
"Germany",2002,"99.90293","96.82166","102.85982","91.66946","91.00041","92.3115",NA,4.16305732727051,25486.5942008748,8.664,8.242,9.021,8.482,12.5,12.5,12.5,NA,NA,NA,NA,NA
"Germany",2003,"98.49858","95.06099","101.80104","90.6797","90.07949","91.25631",NA,4.17101860046387,30711.1022511331,10.02,9.341,10.606,9.779,12.8,12.9,12.8,NA,NA,NA,NA,NA
"Germany",2004,"97.97315","94.66437","101.14932","90.49625","89.72355","91.23799",NA,4.10064888000488,34566.7359143735,11.148,10.223,11.946,10.727,11.9,12.2,12.1,NA,NA,NA,NA,NA
"Germany",2005,"99.09111","95.9074","102.13985","92.30623","91.55127","93.02918",NA,4.10731077194214,35084.4363546269,11.172,10.678,11.602,11.193,13.7,13.3,13.5,NA,NA,NA,NA,NA
"Germany",2006,"102.91692","99.2665","106.40245","93.30908","92.88957","93.70963",20.29257,4.02527379989624,36980.3349948954,9.963,9.313,10.527,10.277,13.4,14,13.7,0.796000003814697,0.762700021266937,0.757700026035309,0.777199983596802,0.767700016498566
"Germany",2007,"102.92035","99.76476","105.93063","94.0161","93.8038","94.21863",21.09132,3.92246603965759,42350.9217211489,8.349,8.409,8.296,8.732,11.9,13.1,12.5,0.851999998092651,0.752799987792969,0.783599972724915,0.75110000371933,0.766700029373169
"Germany",2008,"106.94489","103.26176","110.45911","94.08061","93.87312","94.27858",21.07791,4.54924011230469,46386.3295924799,7.192,7.329,7.073,7.508,11.2,12.4,11.8,0.801500022411346,0.78329998254776,0.78710001707077,0.784099996089935,0.785600006580353
"Germany",2009,"103.84215","96.82546","110.53994","92.28573","92.49356","92.08734",23.85787,4.34005403518677,42487.2137101496,7.641,7.042,8.174,7.88,10.7,11.5,11.1,0.832899987697601,0.749300003051758,0.776899993419647,0.741699993610382,0.759500026702881
"Germany",2010,"107.49109","100.78923","113.8886","91.94564","92.25542","91.64992",23.88146,5.09588003158569,42409.9356994694,7.019,6.376,7.595,7.043,11,12.5,11.8,0.828599989414215,0.790600001811981,0.81989997625351,0.77020001411438,0.79559999704361
"Germany",2011,"109.75351","102.99927","116.19842","94.18398","94.49753","93.88479",22.84118,4.98425006866455,47646.582043143,5.984,5.836,6.119,5.967,10.7,12.5,11.6,0.831300020217896,0.798200011253357,0.815999984741211,0.788900017738342,0.80239999294281
"Germany",2012,"106.95603","100.16123","113.41204","89.41228","88.88479","89.91347",23.04534,4.92844009399414,44735.5882319701,5.215,4.979,5.426,5.372,9.9,11.1,10.5,0.812799990177155,0.767300009727478,0.791700005531311,0.760900020599365,0.776000022888184
"Germany",2013,"103.51681","97.62943","109.08836","88.7355","88.12245","89.31566",23.18698,4.93538999557495,47220.0102098851,5.148,4.8,5.461,5.316,9.3,10.2,9.8,0.804300010204315,0.786400020122528,0.804499983787537,0.77590000629425,0.789799988269806
"Germany",2014,"102.68871","97.00045","108.0523","89.09322","88.43799","89.71105",23.19245,4.92102003097534,48971.0824722599,4.664,4.267,5.041,4.979,8.9,10,9.5,0.817799985408783,0.787199974060059,0.80349999666214,0.782800018787384,0.792800009250641
"Germany",2015,"101.52296","95.96579","106.74539","88.62628","88.13204","89.09076",23.00137,4.85515022277832,41911.0109851054,4.231,3.748,4.688,4.612,9.8,10.4,10.1,0.818400025367737,0.780200004577637,0.804799973964691,0.771200001239777,0.787599980831146
"Germany",2016,"100.76054","95.30482","105.87135","87.87032","86.77605","88.89542",22.95939,4.83923006057739,42961.0356905775,3.656,3.266,4.025,4.104,9.5,11,10.3,0.826099991798401,0.791000008583069,0.811100006103516,0.785399973392487,0.797699987888336
"Germany",2017,"98.19791","92.6905","103.33028","88.50902","86.56898","90.31695",NA,4.87182998657227,45526.5999576533,3.301,2.888,3.692,3.781,9,11.1,10.1,0.810899972915649,0.79720002412796,0.816900014877319,0.784300029277802,0.799799978733063
"Germany",2018,"96.06027","90.03892","101.64212","86.12195","84.38135","87.7355",NA,4.97933006286621,48874.8595028454,2.856,2.443,3.247,3.384,9.1,11.5,10.3,0.813799977302551,0.783999979496002,0.816200017929077,0.76529997587204,0.789499998092651
"Greece",1999,"84.60309","88.74441","80.79123","74.85785","78.38352","71.61265",14.43964,3.02772998809814,12742.5404388143,15.996,23.849,10.258,12.138,15.4,22.1,18.6,NA,NA,NA,NA,NA
"Greece",2000,"81.96439","87.38222","76.98328","74.35553","78.3036","70.7257",19.2162,3.23019003868103,11638.2010697215,14.956,22.1,9.693,11.345,13.6,22.9,18.2,NA,NA,NA,NA,NA
"Greece",2001,"87.33699","92.03251","83.01743","75.59064","79.11806","72.34565",17.38923,3.36457991600037,12156.9572824221,13.71,20.196,8.979,10.764,13.1,20.8,16.9,NA,NA,NA,NA,NA
"Greece",2002,"96.80229","99.27362","94.51079","79.7248","81.87512","77.73095",16.83906,3.42430996894836,13782.195640943,13.495,20.384,8.542,10.346,12.3,20.1,16.2,NA,NA,NA,NA,NA
"Greece",2003,"93.28539","95.04552","91.6378","77.70746","79.72922","75.81498",19.13739,3.42933988571167,18020.612039764,12.792,19.097,8.197,9.839,11.7,19.4,15.6,NA,NA,NA,NA,NA
"Greece",2004,"96.46999","96.72089","96.2327","81.42041","82.71804","80.19315",19.42418,3.66719007492065,21449.2552764245,12.56,19.266,7.449,10.628,11.3,17.7,14.5,NA,NA,NA,NA,NA
"Greece",2005,"104.34885","101.95845","106.63245","92.74196","93.35741","92.15401",20.66077,3.96395993232727,22054.1315756886,11.99,18.437,7.168,10.074,9.5,17.1,13.3,NA,NA,NA,NA,NA
"Greece",2006,"103.4924","100.68964","106.19217","92.90167","92.36017","93.42327",NA,3.64772200584412,24416.0232970275,10.78,16.639,6.458,8.906,10.6,19.6,15.1,0.645799994468689,0.856500029563904,0.879400014877319,0.781199991703033,0.83050000667572
"Greece",2007,"96.23714","93.98749","98.38338","87.30293","87.61627","87.004",NA,3.59139657020569,28440.7625328955,9.731,14.966,5.896,8.351,10.3,18.2,14.3,0.610300004482269,0.87720000743866,0.892199993133545,0.80129998922348,0.846300005912781
"Greece",2008,NA,NA,NA,NA,NA,NA,NA,3.77288317680359,31695.8331092209,8.856,13.164,5.737,7.664,10.6,18,14.4,0.64740002155304,0.868399977684021,0.881500005722046,0.805000007152557,0.842400014400482
"Greece",2009,NA,NA,NA,NA,NA,NA,NA,4.1299352645874,29425.4573200263,11.019,15.584,7.612,9.546,10.5,17.9,14.2,0.795499980449677,0.880100011825562,0.888100028038025,0.802600026130676,0.844399988651276
"Greece",2010,"106.94293","106.18957","107.63587","96.20202","97.26604","95.22335",NA,4.14056491851807,26653.0488008626,14.607,19.586,10.858,12.719,10.6,16.4,13.5,0.782700002193451,0.895600020885468,0.898100018501282,0.813099980354309,0.856800019741058
"Greece",2011,"107.56212","107.6924","107.44283",NA,NA,NA,NA,4.51630020141602,25504.7866510124,20.424,25.738,16.419,17.973,10,15.9,12.9,0.776300013065338,0.898000001907349,0.888800024986267,0.823199987411499,0.856400012969971
"Greece",2012,"111.63872","111.09115","112.14714",NA,NA,NA,NA,4.58220291137695,21624.346052551,27.89,33.491,23.627,24.731,8.9,13.7,11.3,0.760699987411499,0.88400000333786,0.888999998569489,0.82669997215271,0.858200013637543
"Greece",2013,"112.62605","111.77026","113.43309","95.01412","95.39109","94.65861",NA,4.49511909484863,21573.3449762805,31.251,37.457,26.612,27.686,7.5,12.7,10.1,0.767000019550323,0.897199988365173,0.899500012397766,0.838299989700317,0.86870002746582
"Greece",2014,"107.43762","104.19067","110.54113","92.42696","92.49541","92.36153",NA,4.32135677337646,21474.7257123892,30.091,36.32,25.389,26.708,6.6,11.5,9,0.796899974346161,0.925000011920929,0.926999986171722,0.86599999666214,0.896700024604797
"Greece",2015,"104.34259","99.40648","109.10284","91.70964","90.81818","92.56933",23.52266,3.66139006614685,17980.7298238137,27.639,33.741,22.768,24.981,6.4,9.4,7.9,0.839200019836426,0.920700013637543,0.914699971675873,0.89819997549057,0.906199991703033
