Country Name,Country Code,Series,Series Code,1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024]
Spain,ESP,"Total net enrolment rate, upper secondary, female (%)",UIS.NERT.3.F,80.09368,83.96867,85.85118,86.39601,86.45715,88.0836,89.79386,90.40922,90.16562,89.36242,89.85188,90.79293,89.92133,89.82375,90.8187,90.29474,91.46212,93.74461,96.73671,98.89367,..,..,..,..,..,..
Spain,ESP,"Total net enrolment rate, upper secondary, male (%)",UIS.NERT.3.M,77.44547,78.60148,80.02282,79.67042,79.74283,80.98086,84.31506,84.19901,84.19035,84.01555,84.78454,87.64591,87.39889,88.13748,89.90688,89.98109,91.14238,93.38989,95.63927,97.82297,..,..,..,..,..,..
Spain,ESP,"Out-of-school rate for adolescents and youth of lower and upper secondary school age, both sexes (%)",UIS.ROFST.2T3.CP,9.5845,8.45749,7.22239,6.61171,6.47908,6.07265,4.85364,4.57209,4.96202,5.48491,5.84733,5.96955,7.61287,7.14029,6.38871,5.60867,4.43389,3.38343,1.99153,1.0097,..,..,..,..,..,..
Spain,ESP,"Out-of-school rate for youth of upper secondary school age, both sexes (%)",UIS.ROFST.3.CP,21.26578,18.79023,17.14916,17.06527,16.99816,15.57269,13.02783,12.78951,12.91035,13.39039,12.75996,10.83164,11.38144,11.04479,9.64939,9.86601,8.70169,6.43731,3.82615,1.6557,..,..,..,..,..,..
Spain,ESP,"Out-of-school rate for youth of upper secondary school age, both sexes (household survey data) (%)",UIS.ROFST.H.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Turkiye,TUR,"Enrolment in upper secondary education, both sexes (number)",UIS.E.3,2525047,2305143,2825570,3148781,3314812,3032115,2724676,2929435,3032821,2911176,3329122,3639101,3970397,3816018,4995623,5420178,5691071,5807643,5849970,5689427,..,..,..,..,..,..
Turkiye,TUR,"Enrolment in upper secondary education, female (number)",UIS.E.3.F,954878,884827,1058599,1171251,1234542,1202863,1176937,1266580,1321686,1313078,1537710,1668909,1808127,1796753,2352209,2560696,2702143,2760501,2723948,2704248,..,..,..,..,..,..
Turkiye,TUR,"Enrolment in upper secondary education, male (number)",UIS.E.3.M,1570169,1420316,1766971,1977530,2080270,1829252,1547739,1662855,1711135,1598098,1791412,1970192,2162270,2019265,2643414,2859482,2988928,3047142,3126022,2985179,..,..,..,..,..,..
Turkiye,TUR,"Gross enrolment ratio, upper secondary, both sexes (%)",SE.SEC.ENRR.UP,65.55043,59.82167,73.50692,82.25215,86.88486,79.72895,71.88544,77.58414,80.6445,77.68667,66.61252,72.50355,78.33628,74.23022,95.66864,102.39775,106.4237,107.87419,108.31974,105.01424,..,..,..,..,..,..
Turkiye,TUR,"Gross enrolment ratio, upper secondary, female (%)",SE.SEC.ENRR.UP.FE,49.97715,46.31601,55.57274,61.76963,65.37122,63.94442,62.82449,67.91911,71.20294,71.04009,62.39248,67.48037,72.46055,71.02445,91.58697,98.4187,102.87521,104.48069,102.87022,101.92797,..,..,..,..,..,..
Turkiye,TUR,"Gross enrolment ratio, upper secondary, male (%)",SE.SEC.ENRR.UP.MA,80.87656,73.10119,91.12504,102.35424,107.97242,95.17826,80.74051,87.01578,89.84671,84.15613,70.7183,77.383,84.03447,77.33622,99.61918,106.24436,109.84918,111.14454,113.56186,107.97596,..,..,..,..,..,..
Turkiye,TUR,"Total net enrolment rate, upper secondary, both sexes (%)",UIS.NERT.3,49.16497,48.23362,51.85545,51.79866,56.16419,59.04756,62.00971,64.79954,66.46812,66.04636,67.34865,74.63556,80.54763,75.23055,83.35189,85.7881,84.9281,83.8671,85.43051,83.00095,..,..,..,..,..,..
Turkiye,TUR,"Total net enrolment rate, upper secondary, female (%)",UIS.NERT.3.F,40.90182,40.86572,43.94603,43.80427,47.90152,51.52535,55.1209,57.94853,59.92025,61.00813,63.45708,70.81285,76.89725,73.04914,81.28248,84.7911,83.82459,83.36174,83.75892,82.71944,..,..,..,..,..,..
Turkiye,TUR,"Total net enrolment rate, upper secondary, male (%)",UIS.NERT.3.M,57.29698,55.47815,59.62548,59.64457,64.26323,66.41003,68.742,71.48512,72.85001,70.95033,71.13486,78.34889,84.08772,77.34407,85.35482,86.75193,85.99336,84.35412,87.03849,83.2711,..,..,..,..,..,..
Turkiye,TUR,"Out-of-school rate for adolescents and youth of lower and upper secondary school age, both sexes (%)",UIS.ROFST.2T3.CP,35.97183,31.83447,28.03816,27.49542,25.20124,23.42816,21.69277,19.94044,18.75648,18.55736,19.66572,15.09982,11.46153,14.40399,9.8717,9.84639,11.54799,12.97794,11.75278,11.62808,..,..,..,..,..,..
Turkiye,TUR,"Out-of-school rate for youth of upper secondary school age, both sexes (%)",UIS.ROFST.3.CP,50.83503,51.76638,48.14455,48.20134,43.83581,40.95244,37.99029,35.20046,33.53188,33.95364,32.65135,25.36444,19.45237,24.76945,16.64811,14.2119,15.0719,16.1329,14.56949,16.99905,..,..,..,..,..,..
Turkiye,TUR,"Out-of-school rate for youth of upper secondary school age, both sexes (household survey data) (%)",UIS.ROFST.H.3,..,..,..,..,..,31.50968,..,..,..,..,..,..,..,..,..,19.82835,..,..,..,..,..,..,..,..,..,..
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data from database: Education Statistics - All Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated: 06/25/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
