Country Name,Country Code,Series,Series Code,1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024]
Algeria,DZA,"Enrolment in upper secondary education, both sexes (number)",UIS.E.3,938291,934128,994347,1066937,1134161,1209247,1216378,1240225,1040181,1062959,1112148,1306432,1332584,..,..,..,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,"Enrolment in upper secondary education, female (number)",UIS.E.3.F,528831,539969,579978,617909,660634,705713,712699,732327,611441,625285,640304,754220,761505,..,..,..,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,"Enrolment in upper secondary education, male (number)",UIS.E.3.M,409460,394159,414369,449028,473527,503534,..,507898,428740,437674,..,552212,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,"Gross enrolment ratio, upper secondary, both sexes (%)",SE.SEC.ENRR.UP,42.20012,41.27963,43.3711,46.04692,48.66219,51.7728,52.13619,53.38487,44.8635,46.2086,49.3778,59.28201,62.51036,..,..,..,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,"Gross enrolment ratio, upper secondary, female (%)",SE.SEC.ENRR.UP.FE,48.46427,48.62378,51.55777,54.39163,57.85033,61.6951,62.39076,64.3817,53.79671,55.39884,57.92069,69.71673,72.7852,..,..,..,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,"Gross enrolment ratio, upper secondary, male (%)",SE.SEC.ENRR.UP.MA,36.16323,34.20263,35.4847,38.0201,39.83533,42.24959,42.29885,42.83529,36.27337,37.35529,41.14297,49.22013,52.60758,..,..,..,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,"Total net enrolment rate, upper secondary, both sexes (%)",UIS.NERT.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,"Total net enrolment rate, upper secondary, female (%)",UIS.NERT.3.F,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,"Total net enrolment rate, upper secondary, male (%)",UIS.NERT.3.M,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,"Out-of-school rate for adolescents and youth of lower and upper secondary school age, both sexes (%)",UIS.ROFST.2T3.CP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,"Out-of-school rate for youth of upper secondary school age, both sexes (%)",UIS.ROFST.3.CP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,"Out-of-school rate for youth of upper secondary school age, both sexes (household survey data) (%)",UIS.ROFST.H.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,25.39922,..,..,..,..,..,..,..,..,..,..,..
Albania,ALB,"Enrolment in upper secondary education, both sexes (number)",UIS.E.3,102161,104946,110996,122555,132932,142449,156015,164572,173269,177572,132803,140657,150134,152182,154425,151937,140042,130380,127114,120062,116646,..,..,..,..,..
Albania,ALB,"Enrolment in upper secondary education, female (number)",UIS.E.3.F,49015,50681,54452,..,..,67279,73287,78073,82892,84400,64543,65854,69388,70165,70891,69301,64494,61161,59586,56161,54469,..,..,..,..,..
Albania,ALB,"Enrolment in upper secondary education, male (number)",UIS.E.3.M,53146,54265,56544,..,..,75170,82728,86499,90377,93172,68260,74803,80746,82017,83534,82636,75548,69219,67528,63901,62177,..,..,..,..,..
Albania,ALB,"Gross enrolment ratio, upper secondary, both sexes (%)",SE.SEC.ENRR.UP,42.78833,43.4739,45.12986,48.79384,51.82918,54.67914,59.46577,62.86989,68.27743,72.18579,73.97672,80.13183,87.06752,90.59639,95.1092,97.67037,94.74076,93.05413,94.21156,92.13709,92.68727,..,..,..,..,..
Albania,ALB,"Gross enrolment ratio, upper secondary, female (%)",SE.SEC.ENRR.UP.FE,41.30083,42.18636,44.4111,..,..,52.34824,56.75883,60.8012,67.18975,71.2038,75.16099,79.00805,85.11045,87.8523,91.10783,92.15436,89.62355,89.50958,91.52152,90.45096,91.92149,..,..,..,..,..
Albania,ALB,"Gross enrolment ratio, upper secondary, male (%)",SE.SEC.ENRR.UP.MA,44.25846,44.74947,45.84438,..,..,56.9487,62.089,64.86176,69.30645,73.09901,72.89075,81.14796,88.82264,93.08372,98.79133,102.83225,99.59528,96.42812,96.72004,93.67176,93.36867,..,..,..,..,..
Albania,ALB,"Total net enrolment rate, upper secondary, both sexes (%)",UIS.NERT.3,..,46.99296,49.99959,..,..,..,..,..,..,..,..,..,..,..,81.66057,84.66518,84.87714,84.89209,86.06178,83.22666,82.03085,..,..,..,..,..
Albania,ALB,"Total net enrolment rate, upper secondary, female (%)",UIS.NERT.3.F,..,45.82973,48.41162,..,..,..,..,..,..,..,..,..,..,..,82.26706,84.21962,84.30261,85.17613,87.26999,85.31809,85.14918,..,..,..,..,..
Albania,ALB,"Total net enrolment rate, upper secondary, male (%)",UIS.NERT.3.M,..,48.14537,51.57817,..,..,..,..,..,..,..,..,..,..,..,81.10246,85.08213,85.42219,84.62171,84.93512,81.32311,79.25608,..,..,..,..,..
Albania,ALB,"Out-of-school rate for adolescents and youth of lower and upper secondary school age, both sexes (%)",UIS.ROFST.2T3.CP,..,28.65271,26.93695,..,..,..,..,..,..,..,..,..,..,..,11.25315,9.84378,8.57051,9.70045,9.67854,9.40083,10.36672,..,..,..,..,..
Albania,ALB,"Out-of-school rate for youth of upper secondary school age, both sexes (%)",UIS.ROFST.3.CP,..,53.00704,50.00041,..,..,..,..,..,..,..,..,..,..,..,18.33943,15.33482,15.12286,15.10791,13.93822,16.77334,17.96915,..,..,..,..,..
Albania,ALB,"Out-of-school rate for youth of upper secondary school age, both sexes (household survey data) (%)",UIS.ROFST.H.3,..,..,..,..,..,..,..,..,..,..,27.01845,..,..,..,..,..,..,..,20.70545,..,..,..,..,..,..,..
Austria,AUT,"Enrolment in upper secondary education, both sexes (number)",UIS.E.3,369377,368070,366461,367471,371534,371762,382082,388394,389567,389218,390882,382915,370947,367202,369841.60833,363187.58333,357536.08535,350733.69397,347205.92659,346135.10595,..,..,..,..,..,..
Austria,AUT,"Enrolment in upper secondary education, female (number)",UIS.E.3.F,171988,172051,171638,170544,172183,172021,177996,182670,183115,182345,182618,179610,174048,172765,174236.55,170998.16667,168415.61667,164855.55068,162965.76865,162145.97738,..,..,..,..,..,..
Austria,AUT,"Enrolment in upper secondary education, male (number)",UIS.E.3.M,197389,196019,194823,196927,199351,199741,204086,205724,206452,206873,208264,203305,196899,194437,195605.05833,192189.41667,189120.46868,185878.14329,184240.15794,183989.12857,..,..,..,..,..,..
Austria,AUT,"Gross enrolment ratio, upper secondary, both sexes (%)",SE.SEC.ENRR.UP,96.08583,95.28753,95.25989,95.38631,96.65121,96.64892,98.81218,99.44312,98.22172,96.99605,97.20628,96.05919,94.8294,95.68707,98.92463,99.7727,100.54135,100.35442,98.85204,98.01917,..,..,..,..,..,..
Austria,AUT,"Gross enrolment ratio, upper secondary, female (%)",SE.SEC.ENRR.UP.FE,91.70835,91.32316,91.47879,90.68836,91.7194,91.5736,94.29302,95.86561,94.5627,93.05975,93.03337,92.34922,91.23925,92.34128,95.63243,96.45546,97.29608,96.91001,95.39032,94.478,..,..,..,..,..,..
Austria,AUT,"Gross enrolment ratio, upper secondary, male (%)",SE.SEC.ENRR.UP.MA,100.25548,99.06203,98.8598,99.86663,101.35856,101.49338,103.12269,102.8512,101.71252,100.75245,101.18597,99.59389,98.24662,98.87013,102.0541,102.92204,103.61914,103.62082,102.13039,101.36751,..,..,..,..,..,..
Austria,AUT,"Total net enrolment rate, upper secondary, both sexes (%)",UIS.NERT.3,94.08544,92.66917,..,91.76472,92.1747,89.79727,94.81684,96.5709,96.73466,95.85194,95.20536,93.13463,93.91868,93.89451,91.33571,91.86998,91.87662,91.77928,91.18931,90.40722,..,..,..,..,..,..
Austria,AUT,"Total net enrolment rate, upper secondary, female (%)",UIS.NERT.3.F,93.01848,91.77061,..,90.70804,91.04928,87.46766,94.28773,96.98396,93.00107,92.27892,91.47142,89.94139,90.61622,90.69398,91.57208,92.19802,92.36832,92.20004,91.50145,90.89225,..,..,..,..,..,..
Austria,AUT,"Total net enrolment rate, upper secondary, male (%)",UIS.NERT.3.M,95.10173,93.5247,..,92.77245,93.2489,92.02091,95.32152,96.1774,94.52645,93.65211,92.86766,90.21133,90.77555,90.3981,91.11102,91.55854,91.4103,91.38027,90.8937,89.9486,..,..,..,..,..,..
Austria,AUT,"Out-of-school rate for adolescents and youth of lower and upper secondary school age, both sexes (%)",UIS.ROFST.2T3.CP,3.83595,3.86646,..,4.19158,3.94904,5.17484,3.05199,2.82238,2.77029,3.12608,3.32275,4.53947,4.40795,4.89072,6.09582,5.60882,5.14657,4.38602,4.59856,5.0779,..,..,..,..,..,..
Austria,AUT,"Out-of-school rate for youth of upper secondary school age, both sexes (%)",UIS.ROFST.3.CP,5.91456,7.33083,..,8.23528,7.8253,10.20273,5.18316,3.4291,3.26534,4.14806,4.79464,6.86537,6.08132,6.10549,8.66429,8.13002,8.12338,8.22072,8.81069,9.59278,..,..,..,..,..,..
Austria,AUT,"Out-of-school rate for youth of upper secondary school age, both sexes (household survey data) (%)",UIS.ROFST.H.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Bulgaria,BGR,"Enrolment in upper secondary education, both sexes (number)",UIS.E.3,332448,329018,329427,334813,358934,374262,373160,367350,357286,337090,319813,306925,303375,282512,284093,286804,277734,266043,262182,289127,..,..,..,..,..,..
Bulgaria,BGR,"Enrolment in upper secondary education, female (number)",UIS.E.3.F,164462,162380,162996,165363,176329,181171,179802,176833,171443,162786,154206,146805,143971,134623,135276,138604,133329,127511,125947,137297,..,..,..,..,..,..
Bulgaria,BGR,"Enrolment in upper secondary education, male (number)",UIS.E.3.M,167986,166638,166431,169450,182605,193091,193358,190517,185843,174304,165607,160120,159404,147889,148817,148200,144405,138532,136235,151830,..,..,..,..,..,..
Bulgaria,BGR,"Gross enrolment ratio, upper secondary, both sexes (%)",SE.SEC.ENRR.UP,99.94559,101.60113,103.05221,105.38985,85.13413,89.13016,89.98334,90.80572,92.04867,91.40606,91.71738,93.15125,97.56957,96.66561,103.58604,111.08469,112.95832,111.46057,110.79782,121.37382,..,..,..,..,..,..
Bulgaria,BGR,"Gross enrolment ratio, upper secondary, female (%)",SE.SEC.ENRR.UP.FE,101.85171,103.33592,105.02252,107.10663,86.02632,88.62728,88.99063,89.71786,90.68611,90.71284,90.97538,91.70842,95.31915,94.8811,101.63257,110.63361,111.76974,110.1312,109.83622,119.04915,..,..,..,..,..,..
Bulgaria,BGR,"Gross enrolment ratio, upper secondary, male (%)",SE.SEC.ENRR.UP.MA,98.14732,99.96581,101.19293,103.76671,84.28999,89.60721,90.92653,91.83932,93.34247,92.06311,92.41926,94.51459,99.69542,98.34942,105.42808,111.5099,114.0784,112.71286,111.70191,123.55555,..,..,..,..,..,..
Bulgaria,BGR,"Total net enrolment rate, upper secondary, both sexes (%)",UIS.NERT.3,79.27691,81.87028,82.74439,83.76342,81.02986,82.59225,82.93726,83.26515,83.19434,82.5019,81.87809,81.19918,81.35187,81.42149,81.60564,83.68767,87.80834,89.69743,90.44462,87.85662,..,..,..,..,..,..
Bulgaria,BGR,"Total net enrolment rate, upper secondary, female (%)",UIS.NERT.3.F,78.79756,80.90596,81.92344,82.98152,80.45089,81.89503,81.70912,82.19778,82.1281,81.49923,80.50536,79.76799,79.6201,79.61955,79.64884,81.49854,85.80003,87.63096,88.4388,85.57592,..,..,..,..,..,..
Bulgaria,BGR,"Total net enrolment rate, upper secondary, male (%)",UIS.NERT.3.M,79.72914,82.77933,83.51908,84.50266,81.57765,83.25367,84.10415,84.27928,84.20677,83.45226,83.17661,82.55152,82.98779,83.12175,83.45082,85.75126,89.70091,91.64409,92.33046,89.99707,..,..,..,..,..,..
Bulgaria,BGR,"Out-of-school rate for adolescents and youth of lower and upper secondary school age, both sexes (%)",UIS.ROFST.2T3.CP,11.54172,10.34677,9.37774,9.06404,11.267,10.83041,11.13451,12.2638,12.88352,13.97957,14.87421,14.5424,12.78184,11.84726,9.96431,8.56098,7.51869,8.68038,9.81378,12.52118,..,..,..,..,..,..
Bulgaria,BGR,"Out-of-school rate for youth of upper secondary school age, both sexes (%)",UIS.ROFST.3.CP,20.72309,18.12972,17.25561,16.23658,18.97014,17.40775,17.06274,16.73485,16.80566,17.4981,18.12191,18.80082,18.64813,18.57851,18.39436,16.31233,12.19166,10.30257,9.55538,12.14338,..,..,..,..,..,..
Bulgaria,BGR,"Out-of-school rate for youth of upper secondary school age, both sexes (household survey data) (%)",UIS.ROFST.H.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Croatia,HRV,"Enrolment in upper secondary education, both sexes (number)",UIS.E.3,200416,196023,195120,195000,196147,195340,192076,189661,187977,184183,181878,180582,180158,183807,188194,186351,181555,173475,165219,157954,..,..,..,..,..,..
Croatia,HRV,"Enrolment in upper secondary education, female (number)",UIS.E.3.F,100665,98501,98122,97920,98478,..,96281,94966,93856,91875,90772,93308,89956,91742,93603,92410,90860,86510,82545,78948,..,..,..,..,..,..
Croatia,HRV,"Enrolment in upper secondary education, male (number)",UIS.E.3.M,99751,97522,96998,97080,97669,..,95795,94695,94121,92308,91106,87274,90202,92065,94591,93941,90695,86965,82674,79006,..,..,..,..,..,..
Croatia,HRV,"Gross enrolment ratio, upper secondary, both sexes (%)",SE.SEC.ENRR.UP,81.08067,80.16415,80.68645,81.57323,82.92234,83.52896,83.50259,84.57419,86.85228,88.82925,91.42125,93.45685,94.41699,95.90014,96.66391,94.41182,92.04029,89.75042,89.23136,90.44756,..,..,..,..,..,..
Croatia,HRV,"Gross enrolment ratio, upper secondary, female (%)",SE.SEC.ENRR.UP.FE,83.38441,82.37109,82.89712,83.64727,85.01796,..,85.55345,86.6004,88.72084,90.68879,93.41374,98.88931,96.56594,98.0621,98.51288,95.95058,94.44219,91.83847,91.50925,92.86143,..,..,..,..,..,..
Croatia,HRV,"Gross enrolment ratio, upper secondary, male (%)",SE.SEC.ENRR.UP.MA,78.88136,78.05194,78.56697,79.5829,80.91143,..,81.53807,82.63522,85.06575,87.05263,89.51883,88.27236,92.36708,93.83855,94.90133,92.94555,89.75349,87.76542,87.06742,88.15765,..,..,..,..,..,..
Croatia,HRV,"Total net enrolment rate, upper secondary, both sexes (%)",UIS.NERT.3,77.06741,77.70185,79.24946,80.11872,80.76121,..,81.49237,..,..,86.43565,92.87994,91.1999,91.28038,93.06237,92.31903,89.94432,87.89695,85.63631,84.97553,86.16494,..,..,..,..,..,..
Croatia,HRV,"Total net enrolment rate, upper secondary, female (%)",UIS.NERT.3.F,79.69832,79.98528,81.49469,82.08571,83.07376,..,83.54526,..,..,88.41454,95.81464,96.86506,93.46573,95.21458,94.69142,92.03406,90.46535,88.01248,87.14359,88.51877,..,..,..,..,..,..
Croatia,HRV,"Total net enrolment rate, upper secondary, male (%)",UIS.NERT.3.M,74.55578,75.51643,77.09685,78.23111,78.54214,..,79.5259,..,..,84.54502,90.07792,85.79332,89.19575,91.01009,90.05749,87.95302,85.45161,83.3774,82.91594,83.93198,..,..,..,..,..,..
Croatia,HRV,"Out-of-school rate for adolescents and youth of lower and upper secondary school age, both sexes (%)",UIS.ROFST.2T3.CP,15.23968,14.77675,14.41463,13.54741,12.23983,..,10.08878,..,..,7.54114,4.17731,4.78914,4.90232,4.03064,4.81643,5.81361,7.18842,8.43085,8.83023,7.68771,..,..,..,..,..,..
Croatia,HRV,"Out-of-school rate for youth of upper secondary school age, both sexes (%)",UIS.ROFST.3.CP,22.93259,22.29815,20.75054,19.88128,19.23879,..,18.50763,..,..,13.56435,7.12006,8.8001,8.71962,6.93763,7.68097,10.05568,12.10305,14.36369,15.02447,13.83506,..,..,..,..,..,..
Croatia,HRV,"Out-of-school rate for youth of upper secondary school age, both sexes (household survey data) (%)",UIS.ROFST.H.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Estonia,EST,"Enrolment in upper secondary education, both sexes (number)",UIS.E.3,55869,55603,55730,57557,56460,58105,60952,61033,60641,57638,55182,53315,50777,47111,43894,41107,40708,42239,44204,44736.917,..,..,..,..,..,..
Estonia,EST,"Enrolment in upper secondary education, female (number)",UIS.E.3.F,28790,28583,28457,29272,29082,29686,31074,31294,31025,29456,27911,26326,24856,23087,21604,20276,20047,20802,22040,22438.917,..,..,..,..,..,..
Estonia,EST,"Enrolment in upper secondary education, male (number)",UIS.E.3.M,27079,27020,27273,28285,27378,28419,29878,29739,29616,28182,27271,26989,25921,24024,22290,20831,20661,21437,22164,22298,..,..,..,..,..,..
Estonia,EST,"Gross enrolment ratio, upper secondary, both sexes (%)",SE.SEC.ENRR.UP,92.17786,91.18235,91.00707,93.09514,90.35046,91.96157,96.03882,97.287,100.44391,101.09447,103.54456,107.29955,109.69798,109.14672,108.69156,108.82353,114.58005,123.77004,131.1419,131.13946,..,..,..,..,..,..
Estonia,EST,"Gross enrolment ratio, upper secondary, female (%)",SE.SEC.ENRR.UP.FE,97.52049,96.47619,95.9408,97.85058,96.29164,97.31838,101.47938,103.39655,106.3994,106.77106,108.01053,109.06906,110.39751,109.94857,110.0112,110.42972,116.11352,125.42659,134.0225,134.53395,..,..,..,..,..,..
Estonia,EST,"Gross enrolment ratio, upper secondary, male (%)",SE.SEC.ENRR.UP.MA,87.10435,86.17995,86.37256,88.63715,84.79311,86.96144,90.96666,91.59198,94.8805,95.77245,99.34067,105.62796,109.03546,108.3871,107.4424,107.30438,113.13037,122.20385,128.39764,127.89217,..,..,..,..,..,..
Estonia,EST,"Total net enrolment rate, upper secondary, both sexes (%)",UIS.NERT.3,85.42815,88.79797,90.30488,91.67179,91.04177,90.75874,92.43847,93.41835,94.38656,94.08216,93.72338,92.67831,90.28474,88.20518,88.29487,91.80653,94.08354,96.02661,98.94087,98.79815,..,..,..,..,..,..
Estonia,EST,"Total net enrolment rate, upper secondary, female (%)",UIS.NERT.3.F,89.18095,92.70598,94.65965,95.86161,95.55659,93.91227,95.21244,96.67283,97.99376,97.50616,96.12244,93.64876,91.18366,89.0942,90.29433,92.76728,94.9609,96.93699,99.18516,98.32124,..,..,..,..,..,..
Estonia,EST,"Total net enrolment rate, upper secondary, male (%)",UIS.NERT.3.M,81.86438,85.10509,86.21421,87.74404,86.81863,87.81518,89.85234,90.38467,91.01685,90.87202,91.4651,91.76157,89.43339,87.36296,86.4022,90.89785,93.25412,95.16589,98.70815,99.25437,..,..,..,..,..,..
Estonia,EST,"Out-of-school rate for adolescents and youth of lower and upper secondary school age, both sexes (%)",UIS.ROFST.2T3.CP,8.15417,6.74542,5.67849,4.99834,5.22962,5.30972,4.47808,3.81582,3.83537,5.16841,6.06548,6.57264,6.43027,6.58186,6.67526,4.6132,3.37654,2.18241,1.18592,1.19821,..,..,..,..,..,..
Estonia,EST,"Out-of-school rate for youth of upper secondary school age, both sexes (%)",UIS.ROFST.3.CP,14.57185,11.20203,9.69512,8.32821,8.95823,9.24126,7.56153,6.58165,5.61344,5.91784,6.27662,7.32169,9.71526,11.79482,11.70513,8.19347,5.91646,3.97339,1.05913,1.20185,..,..,..,..,..,..
Estonia,EST,"Out-of-school rate for youth of upper secondary school age, both sexes (household survey data) (%)",UIS.ROFST.H.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Finland,FIN,"Enrolment in upper secondary education, both sexes (number)",UIS.E.3,276513,296070,307193,309771,313917,228920,231568,230588,231561,230872,231494,233763,235210,233458,359603,357550,361678,362542,365210,365001,..,..,..,..,..,..
Finland,FIN,"Enrolment in upper secondary education, female (number)",UIS.E.3.F,145071,155342,162049,163964,165602,116813,117955,117263,118134,118323,118797,119881,120270,119379,188323,187714,189709,190199,191224,192240,..,..,..,..,..,..
Finland,FIN,"Enrolment in upper secondary education, male (number)",UIS.E.3.M,131442,140728,145144,145807,148315,112107,113613,113325,113427,112549,112697,113882,114940,114079,171280,169836,171969,172343,173986,172761,..,..,..,..,..,..
Finland,FIN,"Gross enrolment ratio, upper secondary, both sexes (%)",SE.SEC.ENRR.UP,138.00809,147.51133,153.36033,155.70607,159.69325,118.23769,121.15035,121.14914,120.53438,118.08947,115.97373,115.28594,115.56982,115.93715,182.93425,187.61741,195.68144,201.24117,204.80252,205.41564,..,..,..,..,..,..
Finland,FIN,"Gross enrolment ratio, upper secondary, female (%)",SE.SEC.ENRR.UP.FE,148.13896,158.41849,165.64516,168.74801,172.47334,123.52276,126.3402,126.09738,125.78687,123.67051,121.45815,120.51854,120.38557,120.78494,195.39838,201.29756,210.24348,216.68433,220.11902,221.96564,..,..,..,..,..,..
Finland,FIN,"Gross enrolment ratio, upper secondary, male (%)",SE.SEC.ENRR.UP.MA,128.32248,137.09231,141.63292,143.25562,147.49053,113.19137,116.19485,116.42182,115.51082,112.74066,110.70432,110.24715,110.92667,111.26402,170.94495,174.50936,181.79118,186.56686,190.2526,189.67842,..,..,..,..,..,..
Finland,FIN,"Total net enrolment rate, upper secondary, both sexes (%)",UIS.NERT.3,90.27351,92.37258,94.0267,93.16498,92.53466,90.75461,92.65307,94.04941,95.26995,94.00274,93.23628,92.09885,91.25402,90.6002,93.08152,93.0447,94.34886,95.66646,95.75209,96.30816,..,..,..,..,..,..
Finland,FIN,"Total net enrolment rate, upper secondary, female (%)",UIS.NERT.3.F,90.9465,93.74962,94.78989,93.97211,92.70122,90.48092,92.37599,93.65873,95.16057,94.19081,93.56399,92.3244,91.18554,90.46501,92.82831,93.05645,94.45325,95.95908,95.46234,95.46347,..,..,..,..,..,..
Finland,FIN,"Total net enrolment rate, upper secondary, male (%)",UIS.NERT.3.M,89.63009,91.05716,93.29814,92.39445,92.37562,91.01593,92.91763,94.42264,95.37456,93.8225,92.92141,91.88166,91.32004,90.73052,93.32508,93.03344,94.24929,95.38841,96.02734,97.11136,..,..,..,..,..,..
Finland,FIN,"Out-of-school rate for adolescents and youth of lower and upper secondary school age, both sexes (%)",UIS.ROFST.2T3.CP,5.03982,5.03464,4.69709,4.48983,3.87853,4.70457,3.65763,2.92941,2.94651,3.85535,4.55965,4.92484,5.30606,5.85989,4.202,4.10354,3.26225,2.62486,2.38098,1.89211,..,..,..,..,..,..
Finland,FIN,"Out-of-school rate for youth of upper secondary school age, both sexes (%)",UIS.ROFST.3.CP,9.72649,7.62742,5.9733,6.83502,7.46534,9.24539,7.34693,5.95059,4.73005,5.99726,6.76372,7.90115,8.74598,9.3998,6.91848,6.9553,5.65114,4.33354,4.24791,3.69184,..,..,..,..,..,..
Finland,FIN,"Out-of-school rate for youth of upper secondary school age, both sexes (household survey data) (%)",UIS.ROFST.H.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
France,FRA,"Enrolment in upper secondary education, both sexes (number)",UIS.E.3,2648922,2624784,2575803,2564113,2583587,2578420,2684196,2699447,2686940,2666873,2628838,2624260,2622571,2616643,2581511,2598357,2606528,2657990,2704929,2730647,..,..,..,..,..,..
France,FRA,"Enrolment in upper secondary education, female (number)",UIS.E.3.F,1299004,1291662,1272823,1269192,1285661,1278388,1329290,1332652,1324389,1311956,1294524,1299578,1296858,1290426,1281044,1292751,1289688,1313078,1332819,1342924,..,..,..,..,..,..
France,FRA,"Enrolment in upper secondary education, male (number)",UIS.E.3.M,1349918,1333122,1302980,1294921,1297926,1300032,1354906,1366795,1362551,1354917,1334314,1324682,1325713,1326217,1300467,1305606,1316840,1344912,1372110,1387723,..,..,..,..,..,..
France,FRA,"Gross enrolment ratio, upper secondary, both sexes (%)",SE.SEC.ENRR.UP,108.38754,109.39426,108.19938,105.52661,104.9157,103.73944,107.69549,108.19067,108.6,108.81794,109.66693,111.11902,111.71357,110.72522,108.32003,107.50148,106.96103,106.36287,107.18703,107.76999,..,..,..,..,..,..
France,FRA,"Gross enrolment ratio, upper secondary, female (%)",SE.SEC.ENRR.UP.FE,108.80943,109.79982,108.83945,106.36751,106.41999,105.03782,108.94712,109.1756,109.62677,109.66158,110.48019,112.68196,113.19943,111.77445,110.16293,109.6988,108.61674,107.80758,108.6684,108.96448,..,..,..,..,..,..
France,FRA,"Gross enrolment ratio, upper secondary, male (%)",SE.SEC.ENRR.UP.MA,107.98463,109.00416,107.58134,104.71522,103.46698,102.49361,106.49516,107.2473,107.62026,108.01333,108.88928,109.62725,110.29731,109.72305,106.56395,105.41084,105.38767,104.98923,105.78624,106.63874,..,..,..,..,..,..
France,FRA,"Total net enrolment rate, upper secondary, both sexes (%)",UIS.NERT.3,90.96642,90.78637,90.61803,90.83091,90.21842,89.64384,93.26627,93.13895,93.31838,93.30324,93.14829,92.73551,93.05499,93.85723,94.18028,93.72783,94.28584,94.44494,95.06626,95.46092,..,..,..,..,..,..
France,FRA,"Total net enrolment rate, upper secondary, female (%)",UIS.NERT.3.F,91.37409,90.99805,90.67126,91.07201,90.62479,90.22829,93.83227,93.67468,94.04365,93.90973,93.82073,93.40319,93.79596,94.32598,94.61768,94.29906,95.01042,95.08499,95.90412,96.08103,..,..,..,..,..,..
France,FRA,"Total net enrolment rate, upper secondary, male (%)",UIS.NERT.3.M,90.57709,90.58276,90.56663,90.59826,89.82705,89.08304,92.72348,92.62582,92.62633,92.7248,92.5053,92.09824,92.34873,93.4095,93.76349,93.18434,93.5973,93.83638,94.27397,94.87363,..,..,..,..,..,..
France,FRA,"Out-of-school rate for adolescents and youth of lower and upper secondary school age, both sexes (%)",UIS.ROFST.2T3.CP,6.69823,6.93312,7.22766,7.37106,7.62598,7.84804,3.46339,3.48976,3.56593,3.42421,3.36863,3.4264,3.86282,3.56931,3.60484,4.22161,3.6838,3.39062,2.90398,2.42613,..,..,..,..,..,..
France,FRA,"Out-of-school rate for youth of upper secondary school age, both sexes (%)",UIS.ROFST.3.CP,9.03358,9.21363,9.38197,9.16909,9.78158,10.35616,6.73373,6.86105,6.68162,6.69676,6.85171,7.26449,6.94501,6.14277,5.81972,6.27217,5.71416,5.55506,4.93374,4.53908,..,..,..,..,..,..
France,FRA,"Out-of-school rate for youth of upper secondary school age, both sexes (household survey data) (%)",UIS.ROFST.H.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Germany,DEU,"Enrolment in upper secondary education, both sexes (number)",UIS.E.3,2677071,2747026,2747508,2781870,2781860,2796288,2837136,2922253,2881990,2921267,2745415,2746649,2725758,2645504,2575681.33908,2579952.19367,2569631.4214,2556652.52948,2490585.71497,2423944.41964,..,..,..,..,..,..
Germany,DEU,"Enrolment in upper secondary education, female (number)",UIS.E.3.F,1255003,1301704,1304021,1320267,1315473,1323299,1343257,1376733,1363895,1377232,1250191,1257781,1249033,1207048,1181120.84164,1182723.63048,1176773.81653,1169643.63104,1134017.25112,1092973.39111,..,..,..,..,..,..
Germany,DEU,"Enrolment in upper secondary education, male (number)",UIS.E.3.M,1422068,1445322,1443487,1461603,1466387,1472989,1493879,1545520,1518095,1544035,1495224,1488868,1476725,1438456,1394560.49744,1397228.56319,1392857.60487,1387008.89844,1356568.46385,1330971.02853,..,..,..,..,..,..
